N*,R<sub>0</sub>,N<sub>g</sub>,r<sub>0</sub>,sigma<sub>0</sub>
4.41x10<sup>10</sup>,2.1 kpc,8.4x10<sup>9</sup>,5.29 kpc,1.3x10<sup>-7</sup> GeV cm<sup>-3</sup>
