R,R_ERR_MIN,R_ERR_MAX,VROT_DATA,VROT_DATA_ERR_MIN,VROT_DATA_ERR_MAX,VROT_GR,VROT_DARK,VROT_TOTAL,VROT_CONFORMAL,VROT_BULGE
5.851,5.851,5.851,206.271,206.271,206.271,222.79873311832785,92.30876392249478,241.1642249091493,207.47326158374037,67.16405446720974
5.854,5.854,5.854,209.565,208.065,211.065,222.78516567192017,92.33836500215925,241.16302306683937,207.45977583489667,67.14684247671644
5.902,6.09,5.715,204.58,195.544,213.616,222.5651434339735,92.80990993004689,241.1408767774734,207.24194850851902,66.87323790587325
5.902,6.09,5.715,204.58,195.544,213.616,222.5651434339735,92.80990993004689,241.1408767774734,207.24194850851902,66.87323790587325
5.911,5.911,5.911,204.824,201.824,207.824,222.52327990116603,92.8978919360256,241.13612011503,207.200681933577,66.82230841753343
5.929,5.929,5.929,208.376,206.876,209.876,222.438984229029,93.07344795689512,241.12604259894258,207.11775509421653,66.72079755197755
5.945,5.945,5.945,209.329,209.329,209.329,222.3634238032424,93.22904229252815,241.11645852633617,207.0436067299277,66.63095297656214
5.976,5.976,5.976,210.059,208.559,211.559,222.21535784038636,93.52929138927506,241.09623308527839,206.8987978674665,66.4579070225757
6,6,6,211,205,217,222.09923709020217,93.7606464894898,241.07909479292664,206.78566909145218,66.32485802621865
6.024,6.024,6.024,214.141,212.641,215.641,221.98183778818404,93.99104997090848,241.0606848543608,206.6716704382871,66.19260493744355
6.038,6.038,6.038,217.642,217.642,217.642,221.91277195223114,94.12501424921015,241.0493656140521,206.60477638864361,66.11582170925209
6.038,6.038,6.038,213.242,213.242,213.242,221.91277195223114,94.12501424921015,241.0493656140521,206.60477638864361,66.11582170925209
6.052,6.052,6.052,220.471,218.971,221.971,221.84328122468722,94.25865702840275,241.03762330668155,206.53759562585446,66.03930506760167
6.095,6.751,5.439,204.045,187.219,220.872,221.6272278481095,94.66713008160214,240.99894946145474,206.32949768379044,65.80594031446472
6.095,6.751,5.439,204.045,187.219,220.872,221.6272278481095,94.66713008160214,240.99894946145474,206.32949768379044,65.80594031446472
6.108,6.108,6.108,222.729,221.229,224.229,221.56114326258867,94.79003016469827,240.9864934440305,206.2660728298618,65.7358737706525
6.128,6.128,6.128,218.609,218.609,218.609,221.45879118334668,94.97857330295753,240.96664827119628,206.16804248389448,65.62851476748297
6.128,6.128,6.128,213.209,213.209,213.209,221.45879118334668,94.97857330295753,240.96664827119628,206.16804248389448,65.62851476748297
6.142,6.323,5.961,219.014,214.225,223.804,221.3866566857349,95.11016958487618,240.95226937497674,206.09909852618566,65.5536756776718
6.142,6.323,5.961,219.014,214.225,223.804,221.3866566857349,95.11016958487618,240.95226937497674,206.09909852618566,65.5536756776718
6.146,6.146,6.146,203.635,202.135,205.135,221.36597360356777,95.14771059181591,240.9480879781357,206.0793519810539,65.53234006256558
6.193,6.193,6.193,204.818,203.318,206.318,221.1205432264033,95.58689679163999,240.89655347263755,205.84575366259244,65.28319699815808
6.212,6.212,6.212,218.671,217.171,220.171,221.02008774188565,95.76343984952099,240.87448100046558,205.75051269540015,65.18328306929534
6.212,6.411,6.014,245.232,229.934,260.531,221.02008774188565,95.76343984952099,240.87448100046558,205.75051269540015,65.18328306929534
6.212,6.411,6.014,245.232,229.934,260.531,221.02008774188565,95.76343984952099,240.87448100046558,205.75051269540015,65.18328306929534
6.217,6.217,6.217,219.129,219.129,219.129,220.99353533927788,95.80980326119074,240.86855557066957,205.72537364711428,65.15706608594425
6.217,6.217,6.217,213.429,213.429,213.429,220.99353533927788,95.80980326119074,240.86855557066957,205.72537364711428,65.15706608594425
6.259,6.259,6.259,218.853,217.353,220.353,220.76860202078146,96.19769506317618,240.8168851506846,205.51298631385757,64.93808516923342
6.278,6.574,5.981,181.356,170.471,192.241,220.6657508893138,96.37225737916475,240.7924118569783,205.41620489993176,64.83974504839225
6.278,6.574,5.981,181.356,170.471,192.241,220.6657508893138,96.37225737916475,240.7924118569783,205.41620489993176,64.83974504839225
6.304,6.304,6.304,220.702,220.702,220.702,220.523922270623,96.61021607391508,240.7578329846577,205.28307816446105,64.70589549149592
6.304,6.304,6.304,213.602,213.602,213.602,220.523922270623,96.61021607391508,240.7578329846577,205.28307816446105,64.70589549149592
6.306,6.306,6.306,220.735,219.235,222.235,220.51296098546524,96.62847687655855,240.75512145344058,205.27280515658066,64.69563367309955
6.324,6.619,6.03,180.741,168.334,193.148,220.41398241184865,96.79254392750241,240.73038903015177,205.18014227516767,64.60349647893723
6.324,6.619,6.03,180.741,168.334,193.148,220.41398241184865,96.79254392750241,240.73038903015177,205.18014227516767,64.60349647893723
6.344,6.344,6.344,224.041,222.541,225.541,220.30332200862523,96.97425070485241,240.702220570986,205.0767545925943,64.50158208123416
6.347,6.818,5.875,218.229,206.111,230.347,220.28666139777326,97.0014533027912,240.69793337839604,205.06120801360197,64.4863364835232
6.347,6.818,5.875,218.229,206.111,230.347,220.28666139777326,97.0014533027912,240.69793337839604,205.06120801360197,64.4863364835232
6.362,6.362,6.362,224.694,223.194,226.194,220.20311954513193,97.13725777788528,240.67625704671204,204.98332661118795,64.41027031878292
6.389,6.389,6.389,222.527,222.527,222.527,220.05175139023677,97.38083262813547,240.63623969231963,204.84252552899792,64.27402689006006
6.389,6.389,6.389,208.327,208.327,208.327,220.05175139023677,97.38083262813547,240.63623969231963,204.84252552899792,64.27402689006006
6.4,6.4,6.4,227.7,224.2,231.2,219.98972129656104,97.4797460652071,240.61957187451702,204.78493955321687,64.21876764378275
6.447,6.447,6.447,220.882,219.382,222.382,219.72237081050014,97.90029590565544,240.5460209045284,204.53747982155429,63.984255219230576
6.472,6.472,6.472,216.103,216.103,216.103,219.578664804082,98.12262641541345,240.50538424701057,204.40494698215704,63.86055666325777
6.472,6.472,6.472,202.804,202.804,202.804,219.578664804082,98.12262641541345,240.50538424701057,204.40494698215704,63.86055666325777
6.494,6.494,6.494,204.965,202.965,206.965,219.45136140629796,98.31749726486197,240.4687719673882,204.28781479881152,63.75229333144657
6.5,6.5,6.5,270.95,268.76,273.14,219.41650715936245,98.37051756885987,240.45864996040362,204.25578940582096,63.722862402742045
6.541,6.541,6.541,207.647,206.147,209.147,219.17681131072914,98.73138093434055,240.38793688024538,204.03605116357622,63.52283608077063
6.553,6.553,6.553,209.43,209.43,209.43,219.10616002435455,98.83652538064015,240.36673669610775,203.9714474104085,63.464647211079836
6.553,6.553,6.553,208.731,208.731,208.731,219.10616002435455,98.83652538064015,240.36673669610775,203.9714474104085,63.464647211079836
6.588,6.588,6.588,207.829,192.829,222.829,218.89883646336327,99.1419775201385,240.3036252569193,203.78229337428522,63.29583871569968
6.632,6.632,6.632,211.207,211.207,211.207,218.6356017345882,99.52341373620239,240.2216397986509,203.54301634658228,63.08552119542459
6.632,6.632,6.632,211.308,211.308,211.308,218.6356017345882,99.52341373620239,240.2216397986509,203.54301634658228,63.08552119542459
6.635,6.635,6.635,209.412,207.412,211.412,218.61755054763674,99.54931743830568,240.21594453716233,203.52664369808193,63.071257596223106
6.682,6.682,6.682,208.994,206.994,210.994,218.33306502198025,99.95343091066142,240.12500001604295,203.26920223983004,62.84905015857923
6.709,6.709,6.709,207.734,207.734,207.734,218.1682326670525,100.1841337330138,240.07131939675665,203.12053813064384,62.722456396991184
6.709,6.709,6.709,213.234,213.234,213.234,218.1682326670525,100.1841337330138,240.07131939675665,203.12053813064384,62.722456396991184
6.729,6.729,6.729,208.176,206.176,210.176,218.04548915097186,100.35434796084843,240.03089487341757,203.01006697125376,62.62917488136803
6.758,6.758,6.758,210.106,208.606,211.606,217.86655374277433,100.6001407038304,239.97129734487757,202.84937181561975,62.494652926871645
6.776,6.776,6.776,208.659,207.159,210.159,217.7549300364693,100.75209841066248,239.9337302034448,202.74933376015258,62.41159125295894
6.784,6.784,6.784,209.51,209.51,209.51,217.70518365122922,100.81948738184104,239.9168939957181,202.70480128402292,62.374781110415704
6.784,6.784,6.784,211.21,211.21,211.21,217.70518365122922,100.81948738184104,239.9168939957181,202.70480128402292,62.374781110415704
6.8,6.8,6.8,208,200,216,217.60544276867304,100.95399324959399,239.8829662055839,202.61560743445352,62.30135579819507
6.814,6.814,6.814,214.965,212.965,216.965,217.5179007661609,101.07138905642621,239.85300256513966,202.53742419183337,62.237320910033425
6.852,6.852,6.852,202.071,200.571,203.571,217.27904451161604,101.3886446462033,239.7703910975559,202.32458000773,62.06450229404886
6.857,6.857,6.857,210.233,210.233,210.233,217.24748289002147,101.43023811999169,239.75938360599858,202.29650715011826,62.04187001298641
6.857,6.857,6.857,210.834,210.834,210.834,217.24748289002147,101.43023811999169,239.75938360599858,202.29650715011826,62.04187001298641
6.889,6.889,6.889,205.776,204.276,207.276,217.04476949217002,101.69561070363179,239.68819161630356,202.1164844035973,61.89760736750573
6.918,6.918,6.918,205.406,203.906,206.906,216.86000482386558,101.934876460589,239.62257976084504,201.95282276962308,61.767734879618985
6.928,6.928,6.928,209.405,209.405,209.405,216.79606451787498,102.01711241979659,239.59971789823132,201.89627785164947,61.723140451107426
6.928,6.928,6.928,208.605,208.605,208.605,216.79606451787498,102.01711241979659,239.59971789823132,201.89627785164947,61.723140451107426
6.965,6.965,6.965,210.088,208.588,211.588,216.55848783916008,102.32019000859988,239.51409131527026,201.68659007622753,61.558976971913005
6.997,6.997,6.997,208.424,208.424,208.424,216.35177649218315,102.58080133645346,239.4387437198761,201.50466361327344,61.41804909617389
6.997,6.997,6.997,205.624,205.624,205.624,216.35177649218315,102.58080133645346,239.4387437198761,201.50466361327344,61.41804909617389
7.012,7.012,7.012,201.671,200.171,203.171,216.2544938015076,102.7024835367596,239.40302047794776,201.4192100488194,61.352321489399344
7.059,7.059,7.059,210.953,209.453,212.453,215.94811744413263,103.08178558820106,239.28945640733266,201.15076650502743,61.147733377755245
7.064,7.064,7.064,207.289,207.289,207.289,215.9153878664925,103.12196199373066,239.27723201962684,201.12214949537744,61.12608892789742
7.064,7.064,7.064,210.29,210.29,210.29,215.9153878664925,103.12196199373066,239.27723201962684,201.12214949537744,61.12608892789742
7.106,7.106,7.106,207.435,205.435,209.435,215.63945155339673,103.45812448535902,239.1734863823283,200.88134136337376,60.94517839549711
7.128,7.128,7.128,219.101,219.101,219.101,215.49420873396946,103.63327294640136,239.1184000855286,200.75491289283008,60.851054511690535
7.128,7.128,7.128,211.401,211.401,211.401,215.49420873396946,103.63327294640136,239.1184000855286,200.75491289283008,60.851054511690535
7.146,7.076,7.216,200.88,198.809,202.952,215.37502181933647,103.77609991247316,239.07295735135597,200.65133015302928,60.77436758202729
7.146,7.076,7.216,200.88,198.809,202.952,215.37502181933647,103.77609991247316,239.07295735135597,200.65133015302928,60.77436758202729
7.153,7.153,7.153,208.818,206.818,210.818,215.32858699888553,103.8315283281575,239.05519583120878,200.61101467210463,60.74462308990664
7.19,7.19,7.19,205.359,205.359,205.359,215.08237533361356,104.12343800319734,238.96049573256894,200.39762124942123,60.58812447982627
7.19,7.19,7.19,208.559,208.559,208.559,215.08237533361356,104.12343800319734,238.96049573256894,200.39762124942123,60.58812447982627
7.2,7.2,7.2,206,204,208,215.01561276326234,104.20202499238847,238.93466836036066,200.33986463785658,60.546034773822775
7.205,7.249,7.161,201.436,199.617,203.254,214.98219709377008,104.24126958782307,238.9217180428473,200.31097360884738,60.52502278819133
7.205,7.249,7.161,201.436,199.617,203.254,214.98219709377008,104.24126958782307,238.9217180428473,200.31097360884738,60.52502278819133
7.219,7.219,7.219,207.553,206.353,208.753,214.8885123352864,104.35098136680529,238.8853282348832,200.23003453579776,60.46630540765616
7.229,7.288,7.169,208.777,206.58,210.973,214.82148653987397,104.42919106033843,238.85922009568296,200.17218187774748,60.42446889437401
7.229,7.288,7.169,208.777,206.58,210.973,214.82148653987397,104.42919106033843,238.85922009568296,200.17218187774748,60.42446889437401
7.25,7.25,7.25,206.162,206.162,206.162,214.68044312607836,104.59300992782627,238.80408368906032,200.05058891941601,60.33689413240047
7.25,7.25,7.25,206.462,206.462,206.462,214.68044312607836,104.59300992782627,238.80408368906032,200.05058891941601,60.33689413240047
7.266,7.266,7.266,202.635,201.035,204.235,214.5727222277818,104.71744223468737,238.76179726333083,199.95785687033566,60.270425487456095
7.308,7.308,7.308,203.009,203.009,203.009,214.28891397189125,105.04251329288672,238.64967682806295,199.7140883353338,60.09698505452175
7.308,7.308,7.308,207.009,207.009,207.009,214.28891397189125,105.04251329288672,238.64967682806295,199.7140883353338,60.09698505452175
7.322,7.322,7.322,205.994,204.494,207.494,214.19398372949854,105.15036949458305,238.61195039385606,199.63272705676155,60.03950346790674
7.341,7.341,7.341,201.847,200.347,203.347,214.06489411303767,105.29634728063643,238.56047376351015,199.5222295169288,59.96175590992955
7.36,7.36,7.36,200.6,199.1,202.1,213.9355149269482,105.44186782286698,238.5086833577206,199.41164564980406,59.88430960710283
7.364,7.364,7.364,208.201,208.201,208.201,213.908240805683,105.47244562912333,238.49774060055674,199.38835427008297,59.8680433268606
7.364,7.364,7.364,206.801,206.801,206.801,213.908240805683,105.47244562912333,238.49774060055674,199.38835427008297,59.8680433268606
7.393,7.251,7.536,205.94,202.216,209.664,213.71013119906664,105.69353252143655,238.41800056619516,199.21938740763952,59.75050787473586
7.393,7.251,7.536,205.94,202.216,209.664,213.71013119906664,105.69353252143655,238.41800056619516,199.21938740763952,59.75050787473586
7.4,7.597,7.202,212.588,207.498,217.677,213.66221490835414,105.74674018066048,238.39864751793334,199.1785759374317,59.722240813030034
7.4,7.597,7.202,212.588,207.498,217.677,213.66221490835414,105.74674018066048,238.39864751793334,199.1785759374317,59.722240813030034
7.417,7.417,7.417,200.637,200.637,200.637,213.54569290217674,105.87570366479731,238.3514790883135,199.07942205376446,59.65375891172836
7.417,7.417,7.417,206.637,206.637,206.637,213.54569290217674,105.87570366479731,238.3514790883135,199.07942205376446,59.65375891172836
7.435,7.435,7.435,205.412,201.412,209.412,213.42208238954723,106.01186043178447,238.30127948397347,198.97437621839043,59.58150482018206
7.469,7.469,7.469,203.116,203.116,203.116,213.18795361594914,106.26794826251296,238.2057522287827,198.77580283104837,59.445738196195414
7.469,7.469,7.469,205.016,205.016,205.016,213.18795361594914,106.26794826251296,238.2057522287827,198.77580283104837,59.445738196195414
7.473,7.473,7.473,205.318,203.818,206.818,213.16035488967503,106.29798227517169,238.19445403381022,198.75242896925505,59.42982659575083
7.511,7.511,7.511,209.224,206.224,212.224,212.8976130804585,106.58232384087323,238.08650825000015,198.53026105038953,59.27930089841296
7.518,7.518,7.518,202.039,202.039,202.039,212.84910581687978,106.63450946935777,238.066504273104,198.48931404913958,59.25169703153867
7.518,7.518,7.518,197.939,197.939,197.939,212.84910581687978,106.63450946935777,238.066504273104,198.48931404913958,59.25169703153867
7.558,7.558,7.558,204.906,203.706,206.106,212.57129926158348,106.93156737351876,237.95150214006858,198.2552203281715,59.09469702843682
7.56,7.56,7.56,267.8,266.84000000000003,268.76,212.55738162165864,106.94636924952076,237.9457214944414,198.24351110798932,59.08687975252084
7.564,7.564,7.564,200.904,200.904,200.904,212.5295386683924,106.9759584703783,237.93415159925192,198.22009148375483,59.071254503073376
7.564,7.564,7.564,205.904,205.904,205.904,212.5295386683924,106.9759584703783,237.93415159925192,198.22009148375483,59.071254503073376
7.567,7.567,7.567,205.282,204.082,206.482,212.5086497613379,106.99813767908562,237.9254666700888,198.2025257486798,59.05954369750587
7.591,7.593,7.588,203.481,203.054,203.909,212.34133434952685,107.17518007856187,237.85575775711152,198.0619704979506,58.966107314092724
7.591,7.593,7.588,203.481,203.054,203.909,212.34133434952685,107.17518007856187,237.85575775711152,198.0619704979506,58.966107314092724
7.6,7.6,7.6,203,195,211,212.27849874053024,107.2413920868892,237.82951289582883,198.0092498809531,58.931182829055636
7.608,7.608,7.608,201.711,201.711,201.711,212.22260323119582,107.30016551810705,237.80613710003098,197.962381984373,58.90019088222172
7.608,7.608,7.608,206.111,206.111,206.111,212.22260323119582,107.30016551810705,237.80613710003098,197.962381984373,58.90019088222172
7.624,7.624,7.624,200.241,198.941,201.541,212.11069610998248,107.41748225383179,237.75925407439686,197.86863296128084,58.838353394430705
7.65,7.65,7.65,202.561,202.561,202.561,211.9285230935427,107.60746975972245,237.68270119783614,197.71625849041317,58.73828154936603
7.65,7.65,7.65,207.161,207.161,207.161,211.9285230935427,107.60746975972245,237.68270119783614,197.71625849041317,58.73828154936603
7.671,7.671,7.671,200.424,198.924,201.924,211.78109758034603,107.76033426218412,237.62054400374075,197.59316359489392,58.65782598458155
7.69,7.69,7.69,202.052,202.052,202.052,211.64749816060757,107.89819032371682,237.56406073473613,197.48177893460402,58.58531701482035
7.69,7.69,7.69,209.752,209.752,209.752,211.64749816060757,107.89819032371682,237.56406073473613,197.48177893460402,58.58531701482035
7.718,7.718,7.718,202.706,201.206,204.206,211.45025340350088,108.10057117475255,237.4804058290125,197.3176188786468,58.478950121455625
7.727,7.727,7.727,201.285,201.285,201.285,211.3867638989965,108.16542669382859,237.45341329100344,197.26485127957963,58.444883608250876
7.727,7.727,7.727,207.985,207.985,207.985,211.3867638989965,108.16542669382859,237.45341329100344,197.26485127957963,58.444883608250876
7.755,7.755,7.755,199.812,198.512,201.112,211.18897016098256,108.36659399479589,237.3691214368232,197.10068580738843,58.339278414783124
7.762,7.762,7.762,203.659,203.659,203.659,211.13945883790544,108.41674307588458,237.34797504412361,197.0596455145448,58.31296644225164
7.762,7.762,7.762,206.659,206.659,206.659,211.13945883790544,108.41674307588458,237.34797504412361,197.0596455145448,58.31296644225164
7.774,7.774,7.774,199.565,198.065,201.065,211.05452490484416,108.50258051667149,237.3116568177515,196.98929269664143,58.26794291235625
7.795,7.795,7.795,204.074,204.074,204.074,210.9057190588443,108.65239467442484,237.24789819978415,196.8661837361884,58.18940205049708
7.795,7.795,7.795,205.574,205.574,205.574,210.9057190588443,108.65239467442484,237.24789819978415,196.8661837361884,58.18940205049708
7.812,7.812,7.812,202.471,200.971,203.971,210.78510075091663,108.77329993836236,237.1960992049722,196.7665348690459,58.126053446346155
7.825,7.825,7.825,208.829,208.829,208.829,210.6927708594944,108.86553258648475,237.15637853068677,196.69034104721615,58.077749753098864
7.825,7.825,7.825,204.43,204.43,204.43,210.6927708594944,108.86553258648475,237.15637853068677,196.69034104721615,58.077749753098864
7.83,7.88,7.781,238.754,216.757,260.751,210.657238375542,108.90095504011687,237.14107634203629,196.6610379110608,58.059203449016515
7.83,7.88,7.781,238.754,216.757,260.751,210.657238375542,108.90095504011687,237.14107634203629,196.6610379110608,58.059203449016515
7.853,7.853,7.853,211.725,211.725,211.725,210.49364149591338,109.0635298373525,237.070509871627,196.52626137297653,57.974118712528
7.853,7.853,7.853,202.625,202.625,202.625,210.49364149591338,109.0635298373525,237.070509871627,196.52626137297653,57.974118712528
7.859,7.859,7.859,211.553,210.053,213.053,210.45092481555633,109.10584132484497,237.05205412930974,196.49110761886485,57.95198414523857
7.878,7.878,7.878,209.162,209.162,209.162,210.3155505469508,109.23955743503298,236.99348453168258,196.37980393211876,57.8820582506096
7.878,7.878,7.878,202.562,202.562,202.562,210.3155505469508,109.23955743503298,236.99348453168258,196.37980393211876,57.8820582506096
7.902,7.902,7.902,210.638,210.638,210.638,210.14432892606098,109.40787677252503,236.91923197506895,196.23925000494913,57.79409154590149
7.902,7.902,7.902,202.138,202.138,202.138,210.14432892606098,109.40787677252503,236.91923197506895,196.23925000494913,57.79409154590149
7.906,7.906,7.906,209.835,208.335,211.335,210.115768365138,109.43586668716887,236.90682774720554,196.21582915577065,57.77946938461856
7.922,7.922,7.922,213.154,213.154,213.154,210.0014600255445,109.5476460096183,236.85712984647307,196.12216066080586,57.721091527444955
7.922,7.922,7.922,203.954,203.954,203.954,210.0014600255445,109.5476460096183,236.85712984647307,196.12216066080586,57.721091527444955
7.94,7.94,7.94,225.509,225.509,225.509,209.87273903258017,109.67305375131156,236.80106694898055,196.01681402260715,57.65562747465764
7.94,7.94,7.94,202.109,202.109,202.109,209.87273903258017,109.67305375131156,236.80106694898055,196.01681402260715,57.65562747465764
7.953,7.953,7.953,211.118,209.618,212.618,209.77969400392058,109.76340021741599,236.7604782130396,195.94075192165087,57.60848616313906
7.956,7.956,7.956,235.504,235.504,235.504,209.75821272077118,109.78422257119684,236.75109995388485,195.9232018324409,57.59762381060298
7.956,7.956,7.956,202.104,202.104,202.104,209.75821272077118,109.78422257119684,236.75109995388485,195.9232018324409,57.59762381060298
7.965,7.963,7.967,199.13,196.116,202.143,209.69374808810574,109.8466293668089,236.72293925702897,195.87055786551727,57.565073582622986
7.965,7.963,7.967,199.13,196.116,202.143,209.69374808810574,109.8466293668089,236.72293925702897,195.87055786551727,57.565073582622986
7.97,7.97,7.97,209.039,209.039,209.039,209.65792104776784,109.88126079317722,236.7072777325832,195.84131539679086,57.547013951250705
7.97,7.97,7.97,203.039,203.039,203.039,209.65792104776784,109.88126079317722,236.7072777325832,195.84131539679086,57.547013951250705
7.981,7.981,7.981,210.413,210.413,210.413,209.57906840346243,109.9573520026583,236.67278080146792,195.77699282691106,57.50734251774731
7.981,7.981,7.981,200.013,200.013,200.013,209.57906840346243,109.9573520026583,236.67278080146792,195.77699282691106,57.50734251774731
7.989,7.989,7.989,208.726,208.726,208.726,209.521692741581,110.01260662845715,236.64765654129164,195.73022244734355,57.478542043915105
7.989,7.989,7.989,200.526,200.526,200.526,209.521692741581,110.01260662845715,236.64765654129164,195.73022244734355,57.478542043915105
7.995,7.995,7.995,211.778,211.778,211.778,209.4786455652408,110.05400101589613,236.62879386806387,195.69515017411527,57.456970062654754
7.995,7.995,7.995,200.078,200.078,200.078,209.4786455652408,110.05400101589613,236.62879386806387,195.69515017411527,57.456970062654754
7.995,7.986,8.004,203.38,201.857,204.903,209.4786455652408,110.05400101589613,236.62879386806387,195.69515017411527,57.456970062654754
7.995,7.986,8.004,203.38,201.857,204.903,209.4786455652408,110.05400101589613,236.62879386806387,195.69515017411527,57.456970062654754
7.999,7.999,7.999,209.67,209.67,209.67,209.4499401686999,110.08157511967767,236.616209540896,195.67177134007397,57.44260222795586
7.999,7.999,7.999,200.07,200.07,200.07,209.4499401686999,110.08157511967767,236.616209540896,195.67177134007397,57.44260222795586
8,8,8,200,200,200,209.4427629149219,110.08846587839645,236.61306231249162,195.66592697108445,57.439011953117024
8,8,8,207.5,206,209,209.4427629149219,110.08846587839645,236.61306231249162,195.66592697108445,57.439011953117024
8,8,8,200,200,200,209.4427629149219,110.08846587839645,236.61306231249162,195.66592697108445,57.439011953117024
8.048,7.941,8.155,197.144,193.79,200.499,209.09784095325026,110.41792530992848,236.46146688426782,195.38556671845367,57.26746648703168
8.048,7.941,8.155,197.144,193.79,200.499,209.09784095325026,110.41792530992848,236.46146688426782,195.38556671845367,57.26746648703168
8.055,7.656,8.455,201.386,191.175,211.597,209.04747412158142,110.4657599858346,236.43927458411233,195.34471025854742,57.24257763567712
8.055,7.656,8.455,201.386,191.175,211.597,209.04747412158142,110.4657599858346,236.43927458411233,195.34471025854742,57.24257763567712
8.073,8.046,8.099,187.494,186.515,188.472,208.91788565414896,110.58851747502011,236.38211257098726,195.23968768516826,57.178726441643434
8.073,8.046,8.099,187.494,186.515,188.472,208.91788565414896,110.58851747502011,236.38211257098726,195.23968768516826,57.178726441643434
8.092,8.054,8.13,202.093,201.057,203.13,208.780985440328,110.71771173239554,236.32162739091888,195.12889050282482,57.11155922303469
8.092,8.054,8.13,202.093,201.057,203.13,208.780985440328,110.71771173239554,236.32162739091888,195.12889050282482,57.11155922303469
8.138,8.106,8.17,211.652,210.369,212.934,208.4490873313774,111.02887769840872,236.17458307839226,194.86091832243213,56.94991909550392
8.138,8.106,8.17,211.652,210.369,212.934,208.4490873313774,111.02887769840872,236.17458307839226,194.86091832243213,56.94991909550392
8.177,8.112,8.243,193.441,191.241,195.642,208.1672212708735,111.29090884175736,236.04927113308602,194.6340531683981,56.81394615394981
8.177,8.112,8.243,193.441,191.241,195.642,208.1672212708735,111.29090884175736,236.04927113308602,194.6340531683981,56.81394615394981
8.26,8.158,8.361,189.373,186.781,191.965,207.56605252857096,111.84317935763207,235.78075182490392,194.15236278199586,56.527780088160284
8.26,8.158,8.361,189.373,186.781,191.965,207.56605252857096,111.84317935763207,235.78075182490392,194.15236278199586,56.527780088160284
8.305,8.266,8.344,198.369,196.942,199.796,207.23945995344903,112.13957452059515,235.6342036620688,193.8919118077223,56.374426370560926
8.305,8.266,8.344,198.369,196.942,199.796,207.23945995344903,112.13957452059515,235.6342036620688,193.8919118077223,56.374426370560926
8.34,8.34,8.34,270.52,269.85999999999996,271.18,206.9851615800552,112.36864820640423,235.51978730895667,193.68971280000085,56.25601034045167
8.378,8.34,8.416,231.714,222.55,240.877,206.70881331235665,112.61592601911812,235.39515775424564,193.4705741886446,56.12828547034574
8.378,8.34,8.416,231.714,222.55,240.877,206.70881331235665,112.61592601911812,235.39515775424564,193.4705741886446,56.12828547034574
8.383,8.259,8.508,165.661,162.084,169.239,206.67243342989175,112.64835227246778,235.378728880787,193.44177159025335,56.11154425081557
8.383,8.259,8.508,165.661,162.084,169.239,206.67243342989175,112.64835227246778,235.378728880787,193.44177159025335,56.11154425081557
8.436,8.3,8.572,209.601,204.257,214.946,206.2865685291462,112.99050383322762,235.2041715446747,193.1369318160771,55.93500338135587
8.436,8.3,8.572,209.601,204.257,214.946,206.2865685291462,112.99050383322762,235.2041715446747,193.1369318160771,55.93500338135587
8.441,8.396,8.485,192.557,189.094,196.021,206.2501451216286,113.02263511374714,235.1876663661343,193.1082185970779,55.91843446503476
8.441,8.396,8.485,192.557,189.094,196.021,206.2501451216286,113.02263511374714,235.1876663661343,193.1082185970779,55.91843446503476
8.462,8.3,8.623,188.915,184.846,192.984,206.09713045081057,113.15731090283776,235.11827702418185,192.98771088433875,55.849005454089934
8.462,8.3,8.623,188.915,184.846,192.984,206.09713045081057,113.15731090283776,235.11827702418185,192.98771088433875,55.849005454089934
8.562,8.374,8.751,201.026,196.227,205.824,205.36779694868787,113.79256910258215,234.78645788572095,192.41590024334204,55.52190292502162
8.562,8.374,8.751,201.026,196.227,205.824,205.36779694868787,113.79256910258215,234.78645788572095,192.41590024334204,55.52190292502162
8.607,8.381,8.832,168.311,162.562,174.061,205.03930247234618,114.07520686390663,234.6364600384803,192.15974515930577,55.376570061865124
8.607,8.381,8.832,168.311,162.562,174.061,205.03930247234618,114.07520686390663,234.6364600384803,192.15974515930577,55.376570061865124
8.628,8.387,8.869,196.398,189.619,203.177,204.88595886021994,114.20642646348084,234.56633173503437,192.04046522660477,55.30913749089561
8.628,8.387,8.869,196.398,189.619,203.177,204.88595886021994,114.20642646348084,234.56633173503437,192.04046522660477,55.30913749089561
8.741,8.601,8.881,199.124,194.804,203.444,204.06050507126778,114.90519532018703,234.18773162040583,191.40159991974684,54.95046781386543
8.741,8.601,8.881,199.124,194.804,203.444,204.06050507126778,114.90519532018703,234.18773162040583,191.40159991974684,54.95046781386543
8.785,8.505,9.065,179.804,172.718,186.89,203.73902552092667,115.1739841811363,234.0398195871238,191.15425787632506,54.81268434060031
8.785,8.505,9.065,179.804,172.718,186.89,203.73902552092667,115.1739841811363,234.0398195871238,191.15425787632506,54.81268434060031
8.853,8.54,9.166,192.623,184.712,200.534,203.2422330946797,115.58580433444625,233.81078563007526,190.77365097147893,54.601770105732115
8.853,8.54,9.166,192.623,184.712,200.534,203.2422330946797,115.58580433444625,233.81078563007526,190.77365097147893,54.601770105732115
8.862,8.753,8.971,192.245,189.166,195.324,203.17648997540596,115.63998678841516,233.78043678449885,190.72343050949314,54.57403704539449
8.862,8.753,8.971,192.245,189.166,195.324,203.17648997540596,115.63998678841516,233.78043678449885,190.72343050949314,54.57403704539449
