R,R_ERR_MIN,R_ERR_MAX,VROT_DATA,VROT_DATA_ERR_MIN,VROT_DATA_ERR_MAX,VROT_GR,VROT_DARK,VROT_TOTAL,VROT_CONFORMAL,VROT_BULGE
3.632,3.632,3.632,197.198,197.198,197.198,223.63360108253357,65.66417064388438,233.0746035918348,210.29823756521643,85.2469862548113
3.632,3.632,3.632,201.198,201.198,201.198,223.63360108253357,65.66417064388438,233.0746035918348,210.29823756521643,85.2469862548113
3.671,3.671,3.671,195.724,193.724,197.724,223.84003824558903,66.22307262707697,233.4306279603383,210.4291323260238,84.7929533282802
3.689,3.689,3.689,198.276,196.776,199.776,223.9318522735596,66.47984960327244,233.5916198538403,210.48664668310963,84.58583222102449
3.746,3.746,3.746,197.635,196.135,199.135,224.2083266699123,67.28808099283958,234.08771772953202,210.65684296110317,83.93982659207327
3.756,3.756,3.756,199.594,199.594,199.594,224.25461419512345,67.42911013317521,234.17262197181705,210.6848491282843,83.82801113469509
3.756,3.756,3.756,219.795,219.795,219.795,224.25461419512345,67.42911013317521,234.17262197181705,210.6848491282843,83.82801113469509
3.784,3.784,3.784,201.041,199.541,202.541,224.38073437375743,67.82277818728618,234.407003306532,210.76035520763756,83.51728934638255
3.821,3.821,3.821,201.947,200.447,203.447,224.53958024369183,68.34024435892792,234.70920752081992,210.85360749793105,83.111942990006
3.859,3.859,3.859,202.853,201.353,204.353,224.69356601364547,68.86845981081893,235.01077286933645,210.94174288074845,82.70172437510229
3.878,3.878,3.878,202.862,202.862,202.862,224.7671175483373,69.13134075692541,235.1582433295465,210.98294123072887,82.49887984799278
3.878,3.878,3.878,224.462,224.462,224.462,224.7671175483373,69.13134075692541,235.1582433295465,210.98294123072887,82.49887984799278
3.896,3.896,3.896,198.259,196.759,199.759,224.83469989394914,69.37963296953319,235.2959322797343,211.02022298431885,82.30808172063117
3.953,3.953,3.953,201.318,199.818,202.818,225.0353911901903,70.16107157108787,235.71911940299898,211.12719212470685,81.71250923044859
3.972,3.972,3.972,207.571,206.071,209.071,225.09783946175395,70.41992740124117,235.85589563448616,211.15914763798574,81.51683969819503
4,4,4,208.7,208.7,208.7,225.18586488452576,70.79992395110621,236.0536019112488,211.20291286828538,81.23102971340842
4,4,4,224.5,224.5,224.5,225.18586488452576,70.79992395110621,236.0536019112488,211.20291286828538,81.23102971340842
4.009,4.009,4.009,210.576,209.076,212.076,225.2131526561789,70.9216930544971,236.1161804600685,211.2161446388448,81.1397987284345
4.047,4.047,4.047,212.282,210.782,213.782,225.32302163722758,71.43383532147652,236.37524597230217,211.2675755344414,80.7579622625068
4.094,4.094,4.094,212.565,211.065,214.065,225.44709476260672,72.06282774557997,236.68427002990484,211.32139072601194,80.29306474726185
4.12,4.12,4.12,235.308,235.308,235.308,225.51019570753678,72.40867612243433,236.84987807861572,211.34657810227782,80.0393118720571
4.12,4.12,4.12,230.108,230.108,230.108,225.51019570753678,72.40867612243433,236.84987807861572,211.34657810227782,80.0393118720571
4.141,4.141,4.141,214.147,212.647,215.647,225.55831830856349,72.68692409523942,236.98089351805208,211.3645702740893,79.8361046833627
4.188,4.188,4.188,214.929,213.429,216.429,225.65692666600822,73.30614801173809,237.26533646672254,211.3973268283764,79.38685874413899
4.235,4.235,4.235,213.212,211.712,214.712,225.74315421469618,73.92052386772721,237.5378191439825,211.41987348462771,78.94511230193338
4.239,4.239,4.239,212.984,212.984,212.984,225.74992856396324,73.97258811622962,237.56046396496168,211.4213277525994,78.90785646583225
4.239,4.239,4.239,209.084,209.084,209.084,225.74992856396324,73.97258811622962,237.56046396496168,211.4213277525994,78.90785646583225
4.264,4.264,4.264,206.841,205.641,208.041,225.79028393062814,74.29719917998993,237.70007598539965,211.42878464450794,78.67619647304205
4.311,4.311,4.311,207.024,205.524,208.524,225.85698640755098,74.90378894540312,237.953684374666,211.435272717632,78.24614368117864
4.348,4.348,4.348,208.629,207.129,210.129,225.9012054419954,75.37795231049384,238.14531344259055,211.43357936886864,77.91250835956392
4.357,4.357,4.357,212.728,212.728,212.728,225.91087132059505,75.49284278522643,238.19087113620742,211.43227467515734,77.83199710604485
4.357,4.357,4.357,205.328,205.328,205.328,225.91087132059505,75.49284278522643,238.19087113620742,211.43227467515734,77.83199710604485
4.386,4.386,4.386,208.035,206.035,210.035,225.93914596846284,75.8618603275,238.3348894587351,211.42572228789234,77.57425983923291
4.4,4.4,4.4,215,195,235,225.95123905401,76.03936069813409,238.40290855067877,211.42128682246502,77.45074791763838
4.424,4.424,4.424,219.141,217.641,220.641,225.96963426105268,76.34267103396311,238.51725100854617,211.41177648056768,77.24037881588788
4.452,4.452,4.452,215.371,211.871,218.871,225.98740167545725,76.69497916399227,238.64707319594277,211.39766954102888,76.99710142793391
4.474,4.474,4.474,214.239,214.239,214.239,225.99860115388876,76.97062235827504,238.7464019199759,211.384337744815,76.80755921009437
4.474,4.474,4.474,203.739,203.739,203.739,225.99860115388876,76.97062235827504,238.7464019199759,211.384337744815,76.80755921009437
4.48,4.48,4.48,221.3,218.3,224.3,226.00123737937278,77.0456194574747,238.77308636987044,211.38036166643317,76.75610834407057
4.51,4.51,4.51,247.88,244.89,250.87,226.01175308874562,77.41946147864967,238.90392535471707,211.3583156911882,76.50039600089943
4.518,4.518,4.518,212.706,211.206,214.206,226.0138118818432,77.51883142981407,238.9380932116207,211.35183166474908,76.43263655801921
4.565,4.565,4.565,201.588,200.088,203.088,226.01964865385546,78.09990831378369,239.13276073393558,211.30866587424688,76.03815372673444
4.589,4.589,4.589,211.315,211.315,211.315,226.01855209518058,78.39484066255861,239.22821099048875,211.2833249302268,75.83905719374317
4.589,4.589,4.589,204.415,204.415,204.415,226.01855209518058,78.39484066255861,239.22821099048875,211.2833249302268,75.83905719374317
4.612,4.612,4.612,200.071,198.071,202.071,226.01495128915758,78.67635479604911,239.31721001681862,211.25698066699462,75.64971651130796
4.659,4.659,4.659,202.353,200.353,204.353,225.99994274026915,79.24820027565642,239.49165197462622,211.19698111018917,75.26717205346964
4.702,4.702,4.702,206.557,206.557,206.557,225.97736730048024,79.76737310670694,239.6426596923026,211.13497786915607,74.92222076839418
4.702,4.702,4.702,200.557,200.557,200.557,225.97736730048024,79.76737310670694,239.6426596923026,211.13497786915607,74.92222076839418
4.706,4.706,4.706,199.235,197.735,200.735,225.97484383713964,79.8154745513177,239.65629560909034,211.12887045548393,74.89037285164457
4.753,4.753,4.753,199.118,197.618,200.618,225.93987317732172,80.37820779326651,239.81134789546917,211.05285001719437,74.51917652199347
4.8,4.8,4.8,208.2,206.7,209.7,225.8952470287194,80.93643051598639,239.9570136812743,210.96911906355425,74.15344557235403
4.815,4.815,4.815,209.363,209.363,209.363,225.8790070047568,81.11364223754057,240.0015599167945,210.94080547507465,74.03785166642146
4.815,4.815,4.815,204.063,204.063,204.063,225.8790070047568,81.11364223754057,240.0015599167945,210.94080547507465,74.03785166642146
4.838,4.838,4.838,206.906,205.406,208.406,225.8522536335733,81.38448297795479,240.0680623093229,210.89591953040343,73.86165289749148
4.875,4.875,4.875,207.312,205.812,208.812,225.80456780650852,81.8179464878528,240.17052110900963,210.8200253129769,73.58082352353851
4.894,4.894,4.894,213.165,211.665,214.665,225.77788118479984,82.03946802532738,240.22099397466556,210.77931188322566,73.43785303033742
4.925,4.925,4.925,211.132,211.132,211.132,225.7311810324855,82.39934912977364,240.30026805505454,210.71039043722683,73.20636397568326
4.925,4.925,4.925,202.632,202.632,202.632,225.7311810324855,82.39934912977364,240.30026805505454,210.71039043722683,73.20636397568326
4.932,4.932,4.932,210.171,208.171,212.171,225.7200987759248,82.48034758434957,240.3176454799946,210.69440412464604,73.15439454082544
4.96,4.96,4.96,212.2,210.7,213.7,225.67381245415874,82.80336830109327,240.38524794504613,210.62891865655163,72.94761812812446
4.988,4.988,4.988,212.529,211.029,214.029,225.62442685556903,83.12483709790949,240.44982956213133,210.5609987300951,72.74258526853359
5.035,5.035,5.035,211.412,209.912,212.912,225.53468031133394,83.66097518930215,240.55155537381302,210.4416264293078,72.40227568229035
5.035,5.035,5.035,212.264,212.264,212.264,225.53468031133394,83.66097518930215,240.55155537381302,210.4416264293078,72.40227568229035
5.035,5.035,5.035,202.864,202.864,202.864,225.53468031133394,83.66097518930215,240.55155537381302,210.4416264293078,72.40227568229035
5.082,5.082,5.082,213.494,211.994,214.994,225.43652285527938,84.19279165772552,240.6450747557491,210.31569155877037,72.0666980209205
5.129,5.129,5.129,211.776,209.776,213.776,225.33015258167623,84.72031873483206,240.7305756837154,210.18337691247498,71.73574363073459
5.142,5.142,5.142,205.858,205.858,205.858,225.29930727709822,84.86547752127618,240.75283411510352,210.1456771021195,71.64500512035224
5.142,5.142,5.142,201.058,201.058,201.058,225.29930727709822,84.86547752127618,240.75283411510352,210.1456771021195,71.64500512035224
5.176,5.176,5.176,212.859,211.359,214.359,225.21576482071728,85.24358880840474,240.80824353978628,210.04486272700407,71.40930731910981
5.2,5.2,5.2,205,193,217,225.15432400518938,85.50915913686082,240.8449416419759,209.97179839303155,71.24432602672424
5.214,5.214,5.214,207.165,205.665,208.665,225.11755138909783,85.66356819063834,240.86543724365114,209.9284617256003,71.14861342575297
5.224,6.027,4.422,201.092,180.925,221.258,225.09086822477371,85.7736322669505,240.87966902677465,209.89718727604284,71.08048297497865
5.224,6.027,4.422,201.092,180.925,221.258,225.09086822477371,85.7736322669505,240.87966902677465,209.89718727604284,71.08048297497865
5.248,5.248,5.248,207.412,207.412,207.412,225.02542264396337,86.03701254874805,240.91244958367713,209.82105258940794,70.91776513551585
5.248,5.248,5.248,200.912,200.912,200.912,225.02542264396337,86.03701254874805,240.91244958367713,209.82105258940794,70.91776513551585
5.271,5.271,5.271,211.124,209.624,212.624,224.96085990749026,86.28839718959217,240.94205938330128,209.7466818285461,70.76287120402911
5.286,6.097,4.474,235.414,214.616,256.213,224.91779199208975,86.45180694654437,240.9604284502323,209.69744629524803,70.66239852634432
5.286,6.097,4.474,235.414,214.616,256.213,224.91779199208975,86.45180694654437,240.9604284502323,209.69744629524803,70.66239852634432
5.294,6.018,4.569,201.869,183.653,220.086,224.89451448369417,86.5387859964657,240.96992369712578,209.67095309171745,70.60898778664446
5.294,6.018,4.569,201.869,183.653,220.086,224.89451448369417,86.5387859964657,240.96992369712578,209.67095309171745,70.60898778664446
5.299,5.299,5.299,209.153,207.653,210.653,224.87985779195645,86.59308694783002,240.97575219860815,209.65431258425775,70.5756675130762
5.336,5.336,5.336,209.459,207.959,210.959,224.76883317606527,86.99346079427802,241.01636995916988,209.52922739801622,70.33055486595603
5.353,5.353,5.353,205.926,205.926,205.926,224.7163224428944,87.17656075211332,241.03356263563336,209.47062122181475,70.21878854782727
5.353,5.353,5.353,195.826,195.826,195.826,224.7163224428944,87.17656075211332,241.03356263563336,209.47062122181475,70.21878854782727
5.365,5.365,5.365,207.588,205.588,209.588,224.67869432292835,87.3054846510334,241.0451479138456,209.4288282107317,70.14021472029177
5.412,5.412,5.412,207.471,205.971,208.971,224.52690231328637,87.80787289616292,241.0861928957126,209.2618167883048,69.83498757962217
5.456,5.456,5.456,210.6,210.6,210.6,224.3785417172159,88.27451383768545,241.11847663840305,209.10077729671397,69.55282485974088
5.456,5.456,5.456,197.6,197.6,197.6,224.3785417172159,88.27451383768545,241.11847663840305,209.10077729671397,69.55282485974088
5.459,5.459,5.459,203.353,201.853,204.853,224.3682096190763,88.30620137741354,241.12046509862674,209.089635687184,69.53371081416589
5.506,5.506,5.506,205.535,204.035,207.035,224.20279180531668,88.80050305744805,241.14813123172655,208.91244662276424,69.23629994030915
5.53,5.53,5.53,253.14,251.45,254.82999999999998,224.11578516082912,89.05136995396852,241.15976374373375,208.82008699783836,69.08589505603476
5.534,5.534,5.534,206.465,204.965,207.965,224.10111954769613,89.09308016500252,241.1615407062626,208.80457227797498,69.060922745421
5.557,5.557,5.557,208.432,208.432,208.432,224.01588877979856,89.33235588796391,241.1708693733489,208.71469719158037,68.91785560476903
5.557,5.557,5.557,199.632,199.632,199.632,224.01588877979856,89.33235588796391,241.1708693733489,208.71469719158037,68.91785560476903
5.572,5.572,5.572,211.071,209.571,212.571,223.95948069179823,89.4878943747094,241.17614357842092,208.65547817714548,68.8250285672571
5.609,5.609,5.609,209.976,208.476,211.476,223.81760224949747,89.86983910904038,241.1864570372869,208.50739877128726,68.59764939701992
5.657,5.657,5.657,208.821,208.821,208.821,223.6278451407291,90.36171581081025,241.19422216661732,208.31114208147628,68.30600173694263
5.657,5.657,5.657,203.922,203.922,203.922,223.6278451407291,90.36171581081025,241.19422216661732,208.31114208147628,68.30600173694263
5.666,5.666,5.666,212.035,210.035,214.035,223.59156188085765,90.45349018500887,241.1949842574901,208.2738333728052,68.25173079342558
5.694,5.694,5.694,209.765,208.265,211.265,223.47728226407276,90.73810127802155,241.19597573690268,208.15675181855732,68.08371150723413
5.741,5.741,5.741,209.947,208.447,211.447,223.28077409859128,91.21276345707986,241.19301876203497,207.95685553189549,67.80444738646169
5.755,5.755,5.755,210.068,210.068,210.068,223.22112493245479,91.35341052636012,241.19103679637075,207.89651416408014,67.72192433898265
5.755,5.755,5.755,205.068,205.068,205.068,223.22112493245479,91.35341052636012,241.19103679637075,207.89651416408014,67.72192433898265
5.788,5.788,5.788,209.029,207.529,210.529,223.07853544669973,91.68359646077023,241.1844000697927,207.75286579766748,67.52859174993634
5.851,5.851,5.851,213.871,213.871,213.871,222.79873311832785,92.30876392249478,241.1642249091493,207.47326158374037,67.16405446720974
